,ad_price,ad_area,ad_latitude,ad_longitude,censustract_id,ad_postalcode,ad_floornumber,ad_bathnumber,ad_haslift,ad_hasparkingspace,tamaños
980,12384,1032,40.4882494,-3.6896618,2807908111.0,28034.0,0,0,0,0,3
990,10080,1061,40.4879466,-3.6699151,2807916106.0,28050.0,2,0,1,0,3
991,7752,816,40.4888466,-3.6684151,2807916106.0,28050.0,3,0,1,0,3
993,7800,821,40.4861466,-3.6713151,2807916106.0,28050.0,0,0,1,0,3
1022,28324,2463,40.39415,-3.6549888,2807913166.0,28038.0,5,0,0,0,3
1023,22950,1800,40.4396077,-3.6275969,2807920119.0,28037.0,2,0,1,0,3
1026,12622,935,40.4438235,-3.655865,2807915144.0,28027.0,3,0,0,0,3
1027,17019,977,40.4331063,-3.6987805,2807907068.0,28010.0,1,0,1,0,3
1032,18975,825,40.4450755,-3.701345,2807907115.0,28003.0,1,0,1,0,3
1033,18170,1580,40.39055,-3.6544888,2807913166.0,28038.0,5,0,0,0,3
1043,40000,1500,40.4267707,-3.7166482,2807909019.0,28008.0,0,0,0,0,3
1065,15543,942,40.4970917,-3.6663824,2807916125.0,28050.0,2,0,1,0,3
1066,39406,1159,40.4277005,-3.691108,2807907075.0,28004.0,3,0,1,0,3
1070,17280,864,40.4689097,-3.6849,2807905094.0,28036.0,2,0,1,0,3
1081,28768,928,40.4377958,-3.6899954,2807904118.0,28046.0,3,0,1,0,3
1085,12501,926,40.4361153,-3.6293445,2807920119.0,28037.0,0,0,1,0,3
1086,12190,1060,40.39395,-3.6559888,2807913166.0,28038.0,5,0,0,0,3
1087,10985,845,40.4760344,-3.6340247,2807916096.0,28033.0,0,0,0,0,3
1089,17000,895,40.4352063,-3.7009805,2807907068.0,28010.0,1,2,1,0,3
1104,23000,1210,40.4574397,-3.6650025,2807905053.0,28016.0,5,0,0,1,3
1106,21625,865,40.4302572,-3.6818116,2807904114.0,28001.0,1,0,1,0,3
1110,19170,3195,40.3491396,-3.6755048,2807917045.0,28021.0,4,2,1,0,3
1117,17727,933,40.475561,-3.6699499,2807915161.0,28033.0,7,0,1,0,3
1125,21625,865,40.4296572,-3.6808116,2807904114.0,28001.0,6,3,1,0,3
1162,20900,1100,40.447601,-3.6540363,2807915149.0,28043.0,3,2,1,0,3
1174,38250,2250,40.4438667,-3.6575997,2807915147.0,28027.0,2,0,0,0,3
1187,10079,1061,40.4898032,-3.6674883,2807916092.0,28050.0,2,0,1,0,3
1220,21494,1954,40.4704598,-3.8156939,2807909072.0,28023.0,0,0,1,0,3
1226,7752,816,40.4895032,-3.6674883,2807916092.0,28050.0,3,0,1,0,3
1229,7799,821,40.4862032,-3.6663883,2807916092.0,28050.0,0,0,1,0,3
1266,49016,2228,40.4030069,-3.691889,2807902079.0,28045.0,6,0,1,0,3
1284,30151,942,40.4395362,-3.6903183,2807905002.0,28006.0,2,0,0,0,3
1350,17185,1273,40.4326793,-3.6293455,2807920119.0,28037.0,4,0,1,0,3
1397,24612,1758,40.4374107,-3.6307277,2807920001.0,28037.0,2,0,0,0,3
1407,27500,1100,40.4548246,-3.6933006,2807906046.0,28020.0,10,0,1,0,3
1412,24612,1758,40.4353107,-3.6341277,2807920001.0,28037.0,2,0,1,0,3
1416,20000,1070,40.45364,-3.691667,2807906046.0,28020.0,14,5,1,0,3
1447,57876,4452,40.4960753,-3.6719895,2807908171.0,28050.0,3,0,1,0,3
1454,12441,858,40.4765344,-3.6332247,2807916096.0,28033.0,4,0,1,0,3
1470,17727,933,40.475361,-3.6708499,2807915161.0,28033.0,6,0,1,0,3
1473,25900,1036,40.4305266,-3.6991396,2807907057.0,28010.0,1,0,1,0,3
1475,24892,889,40.420413,-3.6913081,2807904001.0,28014.0,4,0,0,0,3
1480,23465,1235,40.474961,-3.6700499,2807915161.0,28033.0,11,0,1,0,3
1482,49950,3700,40.4318832,-3.6335205,2807920100.0,28037.0,3,0,1,0,3
1483,18528,1158,40.4601158,-3.6690536,2807905084.0,28016.0,3,0,1,0,3
1486,27675,1107,40.4539562,-3.694071,2807906046.0,28020.0,10,0,1,0,3
1488,17940,897,40.4179928,-3.6996343,2807901119.0,28014.0,2,0,1,0,3
1502,32592,1164,40.428432,-3.6716832,2807904105.0,28006.0,4,0,1,0,3
1516,49618,1741,40.4416577,-3.700183,2807907103.0,28003.0,1,5,1,0,3
1524,24892,868,40.418213,-3.6897081,2807904001.0,28014.0,4,2,1,0,3
1547,19670,1157,40.4422667,-3.6549997,2807915147.0,28027.0,2,0,0,0,3
1548,14608,913,40.4459385,-3.6582561,2807915148.0,28043.0,4,0,0,0,3
1550,18918,1051,40.4916235,-3.6722752,2807908166.0,28050.0,7,0,1,0,3
1552,19476,1082,40.4908235,-3.6707752,2807908166.0,28050.0,4,0,0,0,3
1562,24892,889,40.418113,-3.6921081,2807904001.0,28014.0,4,0,1,0,3
1569,24464,1112,40.4034069,-3.692189,2807902079.0,28045.0,4,0,1,0,3
1591,34138,1313,40.4199039,-3.6966347,2807901072.0,28014.0,3,0,0,0,3
1605,28917,1377,40.3951857,-3.6753021,2807902083.0,28045.0,1,0,1,0,3
1607,20000,1070,40.4523979,-3.6880725,2807905067.0,28036.0,14,5,1,0,3
1608,20000,1070,40.4610241,-3.6901632,2807906064.0,28020.0,14,5,1,0,3
1616,20042,911,40.3921857,-3.6742021,2807902083.0,28045.0,9,0,1,0,3
1618,12960,864,40.435323,-3.6333987,2807920100.0,28037.0,3,0,0,0,3
1620,23520,980,40.4070129,-3.6899254,2807903071.0,28014.0,0,0,0,0,3
1621,26712,1008,40.4296756,-3.6899504,2807907081.0,28010.0,0,0,0,0,3
1622,15570,865,40.3969451,-3.677623,2807902083.0,28045.0,12,0,1,0,3
1625,37555,2146,40.4608542,-3.6929348,2807906059.0,28020.0,0,0,1,0,3
1628,21100,844,40.4552395,-3.6926673,2807906046.0,28020.0,4,2,1,0,3
1634,45000,1800,40.4536395,-3.6940673,2807906046.0,28020.0,7,2,1,0,3
1666,21811,1283,40.4689029,-3.6410198,2807916048.0,28043.0,2,0,1,0,3
1669,24675,1645,40.4450385,-3.6557561,2807915148.0,28043.0,4,0,0,0,3
1671,27600,1840,40.4480385,-3.6589561,2807915148.0,28043.0,3,0,0,0,3
1672,27390,1826,40.4474385,-3.6585561,2807915148.0,28043.0,4,0,0,0,3
1689,49623,2919,40.4626687,-3.6172793,2807921029.0,28042.0,5,0,0,0,3
1690,18252,1352,40.4456513,-3.6517648,2807915144.0,28027.0,2,0,0,0,3
1693,61992,2214,40.428532,-3.6712832,2807904105.0,28006.0,5,0,1,0,3
1695,37323,2574,40.4747344,-3.6365247,2807916096.0,28033.0,2,0,0,0,3
1696,12699,861,40.4665156,-3.62391,2807921029.0,28042.0,0,0,0,0,3
1697,14525,830,40.4063029,-3.6699374,2807903019.0,28007.0,4,0,1,0,3
1701,74646,5148,40.4736344,-3.6334247,2807916096.0,28033.0,4,0,0,0,3
1704,17488,1093,40.4881246,-3.6667217,2807916106.0,28050.0,0,0,0,0,3
1705,15119,1163,40.4868429,-3.6662629,2807916106.0,28050.0,4,0,1,0,3
1707,25347,1491,40.4608687,-3.6157793,2807921029.0,28042.0,4,0,1,0,3
1708,55580,1588,40.4499154,-3.6926482,2807906029.0,28046.0,11,2,1,0,3
1710,161075,6443,40.4326934,-3.7063491,2807907043.0,28015.0,10,8,1,0,3
1726,17043,1311,40.4490348,-3.6005721,2807921001.0,28042.0,6,0,1,0,3
1730,14536,881,40.4659793,-3.672646,2807905085.0,28016.0,5,0,1,0,3
1733,17622,1068,40.4648793,-3.668946,2807905085.0,28016.0,6,0,1,0,3
1740,20961,1233,40.4713029,-3.6418198,2807916048.0,28043.0,2,0,1,0,3
1746,34912,1091,40.4503776,-3.690177,2807905004.0,28046.0,9,0,1,0,3
1747,17825,1550,40.487359,-3.6836667,2807908111.0,28034.0,2,0,1,0,3
1749,9200,800,40.484559,-3.6857667,2807908111.0,28034.0,1,0,1,0,3
1756,34188,2442,40.4757393,-3.6350541,2807916096.0,28033.0,4,0,1,0,3
1766,38640,1380,40.4757085,-3.686318,2807908098.0,28046.0,9,0,1,0,3
1771,53520,1338,40.4458559,-3.6920397,2807906029.0,28046.0,28,0,1,0,3
1773,46830,1338,40.4460559,-3.6901397,2807906029.0,28046.0,23,0,1,0,3
1777,11242,803,40.4761344,-3.6342247,2807916096.0,28033.0,0,0,0,0,3
1779,27274,1653,40.4476059,-3.6560463,2807915148.0,28043.0,4,0,1,0,3
1780,18183,1102,40.4471059,-3.6596463,2807915148.0,28043.0,4,0,1,0,3
1781,24612,1758,40.4366107,-3.6306277,2807920001.0,28037.0,2,0,1,0,3
1785,36366,2204,40.4449059,-3.6591463,2807915148.0,28043.0,4,0,1,0,3
1788,14525,830,40.4063029,-3.6696374,2807903019.0,28007.0,4,0,1,0,3
1789,23660,1352,40.4070029,-3.6698374,2807903019.0,28007.0,4,0,1,0,3
1792,17094,1221,40.4786393,-3.6356541,2807916096.0,28033.0,1,0,0,0,3
1793,12908,922,40.4759393,-3.6347541,2807916096.0,28033.0,5,0,0,0,3
1796,14518,1037,40.4782393,-3.6377541,2807916096.0,28033.0,6,0,1,0,3
1799,20680,1504,40.4506867,-3.5823624,2807920068.0,28022.0,1,0,1,0,3
1800,17339,1261,40.4497867,-3.5834624,2807920068.0,28022.0,1,0,1,0,3
1801,97928,7122,40.4498867,-3.5799624,2807920068.0,28022.0,1,0,1,0,3
1803,20690,1061,40.4879509,-3.6728834,2807916106.0,28050.0,6,0,1,0,3
1807,22357,1355,40.4979223,-3.6612081,2807916125.0,28050.0,1,0,1,0,3
1809,52157,3161,40.4984223,-3.6623081,2807916125.0,28050.0,2,0,1,0,3
1810,68376,4884,40.4754393,-3.6354541,2807916096.0,28033.0,3,0,0,0,3
1811,16408,1172,40.4775393,-3.6345541,2807916096.0,28033.0,0,0,0,0,3
1812,34188,2442,40.4760393,-3.6379541,2807916096.0,28033.0,3,0,0,0,3
1825,13807,1042,40.4989183,-3.6662517,2807908171.0,28050.0,4,0,1,0,3
1842,18333,1358,40.4278059,-3.7054375,2807901100.0,28004.0,0,0,0,0,3
1843,38488,1132,40.4262005,-3.690508,2807907075.0,28004.0,3,0,1,0,3
1845,13083,1246,40.4878862,-3.6653683,2807916106.0,28050.0,2,0,1,0,3
1846,9818,935,40.4861862,-3.6655683,2807916106.0,28050.0,5,0,1,0,3
1859,17622,1068,40.462583,-3.6160251,2807921029.0,28042.0,0,0,1,0,3
1864,25917,1036,40.4313266,-3.6987396,2807907057.0,28010.0,1,0,0,0,3
1872,15984,1184,40.4944748,-3.6733007,2807908166.0,28050.0,1,0,1,0,3
1873,22059,1634,40.4970748,-3.6746007,2807908166.0,28050.0,3,0,1,0,3
1874,38043,2818,40.4942748,-3.6736007,2807908166.0,28050.0,1,0,0,0,3
1875,60102,4452,40.4971748,-3.6716007,2807908166.0,28050.0,1,0,1,0,3
1879,42174,3124,40.4331153,-3.6289445,2807920119.0,28037.0,3,0,1,0,3
1915,99711,3693,40.4781049,-3.6843841,2807905091.0,28046.0,2,0,1,0,3
1920,12862,1470,40.5134971,-3.6718906,2807908174.0,28050.0,5,1,1,0,3
1945,20000,1000,40.45234,-3.694867,2807906046.0,28020.0,14,0,1,0,3
1948,250,1000,40.4200752,-3.690743,2807904001.0,28001.0,6,5,1,0,3
1953,26477,1826,40.4468621,-3.6495243,2807915143.0,28027.0,3,0,1,0,3
1954,13253,914,40.4478621,-3.6494243,2807915143.0,28027.0,3,0,1,0,3
1957,23000,1000,40.4531614,-3.6931965,2807906046.0,28020.0,12,0,1,0,3
1959,21625,865,40.4295312,-3.6782537,2807904111.0,28001.0,1,0,1,0,3
1963,22585,1673,40.4625696,-3.622664,2807921029.0,28042.0,0,0,0,0,3
1964,25137,1862,40.4326153,-3.6285445,2807920119.0,28037.0,4,0,1,0,3
1974,35000,1250,40.4503776,-3.690177,2807905004.0,28046.0,7,0,1,0,3
1978,46626,2454,40.4536116,-3.6656044,2807905053.0,28016.0,2,0,1,0,3
1980,23313,1227,40.4567116,-3.6626044,2807905053.0,28016.0,2,0,1,0,3
1984,23313,1227,40.4552116,-3.6653044,2807905053.0,28016.0,1,0,1,0,3
1992,25347,1491,40.4596687,-3.6155793,2807921029.0,28042.0,4,0,0,0,3
1993,16836,1403,40.4367742,-3.6323152,2807920119.0,28037.0,2,0,0,0,3
1994,14520,1210,40.4376742,-3.6312152,2807920119.0,28037.0,4,0,0,0,3
2015,25900,1036,40.4316266,-3.6984396,2807907057.0,28010.0,1,0,1,0,3
2029,23520,980,40.4074786,-3.6906277,2807903071.0,28014.0,0,0,0,0,3
2038,27565,1490,40.4740382,-3.676158,2807905101.0,28036.0,14,2,1,0,3
2048,36876,2634,40.4511446,-3.6439313,2807920108.0,28027.0,3,0,1,0,3
2064,13635,814,40.4653937,-3.6233051,2807921029.0,28042.0,2,0,1,0,3
2078,14593,1081,40.4338908,-3.63477,2807920100.0,28037.0,3,0,1,0,3
2084,20352,848,40.4660282,-3.6899115,2807905087.0,28036.0,2,0,1,0,3
2085,27408,1142,40.4656282,-3.6880115,2807905087.0,28036.0,2,0,1,0,3
2115,40094,1431,40.4787085,-3.688718,2807908098.0,28029.0,12,2,1,0,3
2124,36366,2204,40.4489059,-3.6582463,2807915148.0,28043.0,16,0,1,0,3
2125,27275,1653,40.4485059,-3.6600463,2807915148.0,28043.0,4,0,1,0,3
2127,44836,2038,40.4448909,-3.6600463,2807915147.0,28027.0,3,0,0,0,3
2128,16900,845,40.3923152,-3.6770891,2807902083.0,28045.0,8,0,1,0,3
2141,20580,840,40.4352306,-3.6954919,2807907087.0,28010.0,1,4,1,0,3
2142,17005,895,40.4340063,-3.6983805,2807907068.0,28010.0,0,0,0,0,3
2144,19900,1357,40.4276059,-3.7084375,2807901100.0,28004.0,0,2,1,0,3
2148,133588,7221,40.4484083,-3.6401622,2807920108.0,28027.0,4,0,1,0,3
2150,123274,6664,40.4466083,-3.6396622,2807920108.0,28027.0,3,0,1,0,3
2151,87597,4735,40.4468083,-3.6398622,2807920108.0,28027.0,2,0,1,0,3
2152,51911,2806,40.4466083,-3.6403622,2807920108.0,28027.0,1,0,1,0,3
2157,161671,8739,40.4472083,-3.6423622,2807920108.0,28027.0,6,0,1,0,3
2159,147630,7980,40.4477083,-3.6386622,2807920108.0,28027.0,5,0,1,0,3
2161,35686,1929,40.4478083,-3.6420622,2807920108.0,28027.0,1,0,1,0,3
2163,16225,877,40.4496083,-3.6400622,2807920108.0,28027.0,0,0,1,0,3
2164,183187,9902,40.4488083,-3.6414622,2807920108.0,28027.0,8,0,1,0,3
2166,175713,9498,40.4502083,-3.6420622,2807920108.0,28027.0,7,0,1,0,3
2186,35686,1929,40.4484083,-3.6386622,2807920108.0,28027.0,3,0,1,0,3
2187,35686,1929,40.4497083,-3.6418622,2807920108.0,28027.0,2,0,1,0,3
2189,43340,2167,40.3950152,-3.6754891,2807902083.0,28045.0,2,0,1,0,3
2190,26440,1322,40.3951152,-3.6753891,2807902083.0,28045.0,2,0,1,0,3
2221,22550,1640,40.4496867,-3.5832624,2807920068.0,28022.0,0,0,0,0,3
