,ad_price,ad_area,ad_latitude,ad_longitude,censustract_id,ad_postalcode,ad_floornumber,ad_bathnumber,ad_haslift,ad_hasparkingspace,tamaños
2032,19725,1315,41.3789479,2.1207364,801904043.0,8028.0,0,0,0,0,3
2033,22473,1248,41.3946793,2.1487672,801905066.0,8021.0,0,0,0,0,3
2034,2500,206,41.3927951,2.1638153,801902080.0,8009.0,5,2,1,0,2
2035,9938,491,41.3928176,2.1688427,801902078.0,8009.0,4,6,0,0,2
2036,2914,225,41.3806437,2.127118,801904037.0,8028.0,5,0,0,0,2
2039,800,60,41.3969982,2.1497154,801905067.0,8006.0,4,1,1,0,1
2040,700,68,41.4092954,2.1805004,801910012.0,8026.0,0,1,1,0,1
2044,9438,472,41.3975412,2.1556417,801906044.0,8006.0,2,2,1,0,2
2045,4694,235,41.3969827,2.1557636,801906044.0,8006.0,2,2,1,0,2
2046,4744,237,41.3968412,2.1573417,801906044.0,8006.0,2,2,1,0,2
2050,900,111,41.3831633,2.1262344,801904084.0,8028.0,1,1,1,0,1
2052,1500,182,41.3865101,2.1652538,801901021.0,8001.0,0,2,0,0,1
2053,3145,160,41.3957933,2.1656662,801902080.0,8037.0,1,2,1,0,1
2054,1951,110,41.3963933,2.1653662,801902080.0,8037.0,5,1,1,0,1
2055,2500,198,41.3803846,2.155927,801902145.0,8015.0,0,4,0,0,1
2060,2515,139,41.3952689,2.1581137,801902083.0,8008.0,4,2,1,0,1
2062,3532,294,41.4002009,2.1726181,801902056.0,8013.0,0,2,1,0,2
2063,1025,95,41.4049703,2.132764,801905045.0,8022.0,0,1,1,0,1
2065,5375,297,41.3952689,2.1580137,801902083.0,8008.0,4,0,1,0,2
2067,2877,159,41.3941689,2.1542137,801902083.0,8008.0,4,2,1,0,1
2070,2913,224,41.3776437,2.126018,801904037.0,8028.0,5,0,1,0,2
2071,16170,735,41.3823952,2.1896648,801901036.0,8003.0,5,0,1,0,2
2072,20790,945,41.3841952,2.1895648,801901036.0,8003.0,11,0,1,0,3
2073,13662,621,41.3851952,2.1900648,801901036.0,8003.0,18,0,1,0,2
2074,14344,652,41.3839952,2.1904648,801901036.0,8003.0,1,0,1,0,2
2076,800,70,41.3816339,2.1730842,801901028.0,8002.0,1,0,1,0,1
2089,1595,123,41.3792437,2.128218,801904037.0,8028.0,4,2,0,0,1
2091,1500,169,41.3880241,2.1731824,801901052.0,8010.0,6,2,1,0,1
2092,950,80,41.3942268,2.1637682,801902080.0,8009.0,3,1,1,0,1
2093,3984,249,41.4091391,2.2049219,801910076.0,8019.0,0,0,0,0,2
2094,9900,550,41.3765562,2.1434247,801903048.0,8014.0,0,0,0,0,2
2095,13176,1098,41.3671903,2.136361,801903064.0,8014.0,8,4,1,0,3
2096,12000,600,41.3973641,2.1561222,801905068.0,8006.0,2,4,1,0,2
2097,4000,185,41.3962641,2.1564222,801905068.0,8006.0,5,4,1,0,1
2098,1400,60,41.4085682,2.203306,801910095.0,8019.0,0,0,0,0,1
2099,780,66,41.4107035,2.1374944,801905096.0,8022.0,4,1,1,0,1
